group,rank,recommended,taxon_id,common_name,scientific_name,countries_with_records,observation_count,review_note
birds,167,yes,5227,Broad-winged Hawk,Buteo platypterus,1,149,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,168,yes,13966,Northern Red Bishop,Euplectes franciscanus,1,149,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,169,yes,5794,Jamaican Mango,Anthracothorax mango,1,148,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,170,yes,367556,Olive-throated Parakeet,Eupsittula nana,1,148,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,171,yes,3523,Bridled Quail-Dove,Geotrygon mystacea,1,148,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,172,yes,1454382,Double-crested Cormorant,Nannopterum auritum,1,148,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,173,yes,2119,Jamaican Tody,Todus todus,1,146,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,174,yes,850859,Ruddy Duck,Oxyura jamaicensis,1,145,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,175,yes,14980,Brown Trembler,Cinclocerthia ruficauda,1,144,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,176,yes,13770,Common Waxbill,Estrilda astrild,1,144,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,177,yes,4647,Peregrine Falcon,Falco peregrinus,1,142,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,178,yes,3875,Solitary Sandpiper,Tringa solitaria,1,142,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,179,yes,14011,Pin-tailed Whydah,Vidua macroura,1,142,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,180,yes,18979,Yellow-billed Amazon,Amazona collaria,1,140,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,181,yes,14995,Gray Catbird,Dumetella carolinensis,1,140,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,182,yes,10516,Oriente Warbler,Teretistris fornsi,1,140,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,183,yes,339607,Bare-legged Owl,Margarobyas lawrencii,1,139,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,184,yes,62529,Roseate Spoonbill,Platalea ajaja,1,139,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,185,yes,3869,Short-billed Dowitcher,Limnodromus griseus,1,136,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,186,yes,16057,Sad Flycatcher,Myiarchus barbirostris,1,135,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,187,yes,367477,Clapper Rail,Rallus crepitans,1,135,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,188,yes,145245,Yellow-rumped Warbler,Setophaga coronata,1,133,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,189,yes,7,Limpkin,Aramus guarauna,1,132,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,190,yes,16102,Lesser Antillean Pewee,Contopus latirostris,1,130,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,191,yes,1289680,Hispaniolan Emerald,Riccordia swainsonii,1,127,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,192,yes,10515,Yellow-headed Warbler,Teretistris fernandinae,1,126,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,193,yes,20847,Hispaniolan Trogon,Priotelus roseigaster,1,125,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,194,yes,3499,Key West Quail-Dove,Geotrygon chrysia,1,124,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,195,yes,144527,Bridled Tern,Onychoprion anaethetus,1,124,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,196,yes,7504,Cuban Gnatcatcher,Polioptila lembeyei,1,124,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,197,yes,8053,Jamaican Crow,Corvus jamaicensis,1,123,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,198,yes,2120,Narrow-billed Tody,Todus angustirostris,1,123,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,199,yes,12767,Spectacled Thrush,Turdus nudigenis,1,120,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,200,yes,73148,Louisiana Waterthrush,Parkesia motacilla,1,119,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,201,yes,5197,Ridgway's Hawk,Buteo ridgwayi,1,117,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,202,yes,3656,Blue-headed Quail-Dove,Starnoenas cyanocephala,1,117,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,203,yes,4715,Crested Caracara,Caracara plancus,1,116,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,204,yes,18235,Fernandina's Flicker,Colaptes fernandinae,1,114,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,205,yes,16013,Stolid Flycatcher,Myiarchus stolidus,1,114,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,206,yes,10645,Zapata Sparrow,Torreornis inexpectata,1,114,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,207,yes,73410,Hispaniolan Spindalis,Spindalis dominicensis,1,113,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,208,yes,73411,Jamaican Spindalis,Spindalis nigricephala,1,109,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,209,yes,4798,Piping Plover,Charadrius melodus,1,108,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,210,yes,5063,Anhinga,Anhinga anhinga,1,107,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,211,yes,1428,Helmeted Guineafowl,Numida meleagris,1,103,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,212,yes,18184,Guadeloupe Woodpecker,Melanerpes herminieri,1,100,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,213,yes,4436,Roseate Tern,Sterna dougallii,1,99,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,214,yes,9288,Jamaican Euphonia,Euphonia jamaica,1,98,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,215,yes,4364,Ring-billed Gull,Larus delawarensis,1,97,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,216,yes,11864,Cuban Martin,Progne cryptoleuca,1,96,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,217,yes,145227,Elfin-woods Warbler,Setophaga angelae,1,96,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,218,yes,3272,Caribbean Dove,Leptotila jamaicensis,1,95,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,219,yes,8051,Palm Crow,Corvus palmarum,1,94,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,220,yes,4578,Northern Jacana,Jacana spinosa,1,91,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,221,yes,8019,Cuban Crow,Corvus nasicus,1,90,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,222,yes,16097,Hispaniolan Pewee,Contopus hispaniolensis,1,87,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,223,yes,9326,Hispaniolan Oriole,Icterus dominicensis,1,87,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,224,yes,4317,Red-billed Tropicbird,Phaethon aethereus,1,87,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,225,yes,4535,Brown Noddy,Anous stolidus,1,84,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,226,yes,1506249,Puerto Rican Euphonia,Chlorophonia sclateri,1,84,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,227,yes,3092,Ring-tailed Pigeon,Patagioenas caribaea,1,84,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,228,yes,16005,Rufous-tailed Flycatcher,Myiarchus validus,1,83,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,229,yes,10262,Red-legged Honeycreeper,Cyanerpes cyaneus,1,82,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,230,yes,145243,Olive-capped Warbler,Setophaga pityophila,1,81,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,231,yes,1289369,Hispaniolan Euphonia,Chlorophonia musica,1,80,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,232,yes,11901,Barn Swallow,Hirundo rustica,1,80,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,233,yes,1578960,Least Bittern,Botaurus exilis,1,79,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,234,yes,367558,Orange-fronted Parakeet,Eupsittula canicularis,1,76,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,235,yes,1188213,Hudsonian Whimbrel,Numenius hudsonicus,1,76,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,236,yes,10422,Hispaniolan Crossbill,Loxia megaplaga,1,75,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,237,yes,12955,Cuban Solitaire,Myadestes elisabeth,1,73,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,238,yes,367574,Cuban Parakeet,Psittacara euops,1,73,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,239,yes,9607,Great-tailed Grackle,Quiscalus mexicanus,1,72,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,240,yes,9601,Boat-tailed Grackle,Quiscalus major,1,71,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,241,yes,204515,Gray-fronted Quail-Dove,Geotrygon caniceps,1,70,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,242,yes,8687,Jamaican Becard,Pachyramphus niger,1,69,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,243,yes,19670,Northern Potoo,Nyctibius jamaicensis,1,68,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,244,yes,145258,Black-throated Green Warbler,Setophaga virens,1,67,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,245,yes,558438,Northern Shoveler,Spatula clypeata,1,67,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,246,yes,7054,Lesser Scaup,Aythya affinis,1,66,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,247,yes,1650088,Hispaniolan Elaenia,Elaenia cherriei,1,66,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,248,yes,201070,Puerto Rican Nightjar,Antrostomus noctitherus,1,65,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,249,yes,145307,Antillean Siskin,Spinus dominicensis,1,65,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,250,yes,3503,Ruddy Quail-Dove,Geotrygon montana,1,64,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,251,yes,18911,Rose-ringed Parakeet,Psittacula krameri,1,64,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,252,yes,20331,Stygian Owl,Asio stygius,1,62,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,253,yes,7044,Ring-necked Duck,Aythya collaris,1,62,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,254,yes,1965,Yellow-billed Cuckoo,Coccyzus americanus,1,62,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,255,yes,7172,Masked Duck,Nomonyx dominicus,1,62,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,256,yes,7493,Blue-gray Gnatcatcher,Polioptila caerulea,1,62,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,257,yes,10597,Green-tailed Warbler,Microligea palustris,1,61,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,258,yes,1578502,American Barn Owl,Tyto furcata,1,61,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,259,yes,1578489,American Herring Gull,Larus smithsonianus,1,58,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,260,yes,1289584,Jamaican Owl,Asio grammicus,1,57,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,261,yes,16101,Jamaican Pewee,Contopus pallidus,1,57,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,262,yes,145240,Blackpoll Warbler,Setophaga striata,1,57,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,263,yes,9744,Red-winged Blackbird,Agelaius phoeniceus,1,56,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,264,yes,4334,American White Pelican,Pelecanus erythrorhynchos,1,56,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,265,yes,5349,Snail Kite,Rostrhamus sociabilis,1,54,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,266,yes,1435192,Black-billed Streamertail,Trochilus scitulus,1,54,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,267,yes,4450,Common Tern,Sterna hirundo,1,53,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,268,yes,20436,Ashy-faced Owl,Tyto glaucops,1,53,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,269,yes,17370,Jamaican Vireo,Vireo modestus,1,53,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,270,yes,3515,Crested Quail-Dove,Geotrygon versicolor,1,52,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,271,yes,7610,Zapata Wren,Ferminia cerverai,1,51,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,272,yes,18989,Black-billed Amazon,Amazona agilis,1,50,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,273,yes,10227,Indigo Bunting,Passerina cyanea,1,50,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,274,yes,15047,Martinique thrasher,Ramphocinclus brachyurus,1,50,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,275,yes,145226,Plumbeous Warbler,Setophaga plumbea,1,50,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,276,yes,72746,Jamaican Lizard-Cuckoo,Coccyzus vetula,1,49,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,277,yes,10205,Yellow-shouldered Grassquit,Loxipasser anoxanthus,1,49,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,278,yes,162,Sora,Porzana carolina,1,49,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,279,yes,16801,Giant Kingbird,Tyrannus cubensis,1,49,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,280,yes,1505663,Snowy Plover,Anarhynchus nivosus,1,48,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,281,yes,144536,Gull-billed Tern,Gelochelidon nilotica,1,48,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,282,yes,144537,Caspian Tern,Hydroprogne caspia,1,47,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,283,yes,144525,Sooty Tern,Onychoprion fuscatus,1,47,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,284,yes,72912,Worm-eating Warbler,Helmitheros vermivorum,1,46,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,285,yes,145229,Hooded Warbler,Setophaga citrina,1,46,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,286,yes,145228,Arrowhead Warbler,Setophaga pharetra,1,45,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,287,yes,9762,Red-shouldered Blackbird,Agelaius assimilis,1,44,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,288,yes,1579014,Gundlach's Hawk,Astur gundlachi,1,44,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,289,yes,17365,Yellow-throated Vireo,Vireo flavifrons,1,44,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,290,yes,10619,Jamaican Blackbird,Nesopsar nigerrimus,1,43,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,291,yes,3866,White-rumped Sandpiper,Calidris fuscicollis,1,42,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,292,yes,72744,Chestnut-bellied Cuckoo,Coccyzus pluvialis,1,42,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,293,yes,72745,Bay-breasted Cuckoo,Coccyzus rufigularis,1,42,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,294,yes,12950,Rufous-throated Solitaire,Myadestes genibarbis,1,42,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,295,yes,145350,Indian Silverbill,Euodice malabarica,1,41,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,296,yes,3750,Scarlet Ibis,Eudocimus ruber,1,40,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,297,yes,979790,Tricolored Munia,Lonchura malacca,1,40,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,298,yes,13974,Yellow-crowned Bishop,Euplectes afer,1,39,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,299,yes,16049,Lesser Antillean Flycatcher,Myiarchus oberi,1,38,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,300,yes,17361,Flat-billed Vireo,Vireo nanus,1,38,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,301,yes,3855,Western Sandpiper,Calidris mauri,1,37,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,302,yes,3865,Pectoral Sandpiper,Calidris melanotos,1,37,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,303,yes,9528,Eastern Meadowlark,Sturnella magna,1,36,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,304,yes,12778,White-eyed Thrush,Turdus jamaicensis,1,36,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,305,yes,145235,Magnolia Warbler,Setophaga magnolia,1,35,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,306,yes,3128,Plain Pigeon,Patagioenas inornata,1,34,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,307,yes,7120,Muscovy Duck,Cairina moschata,1,33,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,308,yes,17387,Blue Mountain Vireo,Vireo osburni,1,33,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,309,yes,18236,Northern Flicker,Colaptes auratus,1,32,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,310,yes,19065,Green-rumped Parrotlet,Forpus passerinus,1,32,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,311,yes,17408,White-eyed Vireo,Vireo griseus,1,32,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,312,yes,485176,American Wigeon,Mareca americana,1,30,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,313,yes,144554,White-fronted Quail-Dove,Geotrygon leucometopia,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,314,yes,145244,Pine Warbler,Setophaga pinus,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,315,yes,72951,Bahama Oriole,Icterus northropi,1,28,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,316,yes,1289678,Blue-headed Hummingbird,Riccordia bicolor,1,28,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,317,yes,4496,Black Skimmer,Rynchops niger,1,28,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,318,yes,9327,Martinique Oriole,Icterus bonana,1,27,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,319,yes,4742,Wood Stork,Mycteria americana,1,27,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,320,yes,10224,Painted Bunting,Passerina ciris,1,26,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,321,yes,9915,Summer Tanager,Piranga rubra,1,26,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,322,yes,10576,White-winged Warbler,Xenoligea montana,1,25,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,323,yes,1506094,Cuban Palm-Crow,Corvus minutus,1,24,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,324,yes,367560,Brown-throated Parakeet,Eupsittula pertinax,1,24,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,325,yes,16891,Jamaican Elaenia,Myiopagis cotta,1,24,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,326,yes,6597,White-collared Swift,Streptoprocne zonaris,1,24,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,327,yes,19975,Burrowing Owl,Athene cunicularia,1,23,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,328,yes,145279,Western Chat-Tanager,Calyptophilus tertius,1,23,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,329,yes,144496,Wilson's Snipe,Gallinago delicata,1,23,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,330,yes,3255,Pied Imperial Pigeon,Ducula bicolor,1,22,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,331,no,201067,Cuban Nightjar,Antrostomus cubanensis,1,21,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,332,no,16100,Eastern Wood-Pewee,Contopus virens,1,21,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,333,no,4893,American Golden-Plover,Pluvialis dominica,1,21,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,334,no,10729,Prothonotary Warbler,Protonotaria citrea,1,21,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,335,no,18978,Turquoise-fronted Amazon,Amazona aestiva,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,336,no,199833,Chuck-will's-widow,Antrostomus carolinensis,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,337,no,9738,Bahama Yellowthroat,Geothlypis rostrata,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,338,no,10271,Rose-breasted Grosbeak,Pheucticus ludovicianus,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,339,no,19656,Least Pauraque,Siphonorhis brewsteri,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,340,no,6667,Black Swift,Cypseloides niger,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,341,no,6996,Red-breasted Merganser,Mergus serrator,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,342,no,11927,Bahama Swallow,Tachycineta cyaneoviridis,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,343,no,9346,Baltimore Oriole,Icterus galbula,1,18,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,344,no,3788,Masked Booby,Sula dactylatra,1,18,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,345,no,73544,Forest Thrush,Turdus lherminieri,1,18,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,346,no,1429248,Hispaniolan Nightjar,Antrostomus ekmani,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,347,no,3845,Red Knot,Calidris canutus,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,348,no,73155,Blue Grosbeak,Passerina caerulea,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,349,no,145247,Bahama Warbler,Setophaga flavescens,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,350,no,6893,Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,16,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,351,no,14850,European Starling,Sturnus vulgaris,1,16,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,352,no,12899,Bicknell's Thrush,Catharus bicknelli,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,353,no,14981,Gray Trembler,Cinclocerthia gutturalis,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,354,no,6899,Fulvous Whistling-Duck,Dendrocygna bicolor,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,355,no,10487,Bobolink,Dolichonyx oryzivorus,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,356,no,367572,Red-masked Parakeet,Psittacara erythrogenys,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,357,no,18982,Orange-winged Amazon,Amazona amazonica,1,14,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,358,no,18984,Yellow-naped Amazon,Amazona auropalliata,1,14,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,359,no,558446,Northern Harrier,Circus hudsonius,1,14,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,360,no,3017,Rock Pigeon,Columba livia,1,14,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,361,no,11935,Tree Swallow,Tachycineta bicolor,1,14,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,362,no,18976,Red-crowned Amazon,Amazona viridigenalis,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,363,no,10442,Swainson's Warbler,Limnothlypis swainsonii,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,364,no,13892,White-headed Munia,Lonchura maja,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
